id,title,slug,poster_url,director,country,year,film_type,plot,genres,poster_url,combined_features
11,Mùa Hoa Rơi Gặp Lại Chàng,mua-hoa-roi-gap-lai-chang,https://img.ophim.live/uploads/movies/mua-hoa-roi-gap-lai-chang-thumb.jpg,Yvonne Yang,Trung Quốc,2025,Phim Bộ,"Mùa Hoa Rơi Gặp Lại Chàng xoay quanh mối duyên nợ 3 kiếp của tiểu yêu hoa sơn Hồng Ngưng (Viên Băng Nghiên) và Thượng thần Cẩm Tú (Lưu Học Nghĩa). Hồng Ngưng phải lòng Cẩm Tú từ ánh nhìn đầu tiên, và để có thể ở bên cạnh chàng mà nàng đã quyết tâm tu tiên. Thế nhưng trải qua nhiều biến cố và tổn thương, Cẩm Tú lại nên duyên với tiên nữ khác, còn Hồng Ngưng buông bỏ, rơi vào vòng luân hồi. Đến lúc biết hối hận, Cẩm Tú quyết định quay về quá khứ để cứu lấy Hồng Ngưng.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/mua-hoa-roi-gap-lai-chang-thumb.jpg,"Mùa Hoa Rơi Gặp Lại Chàng Mùa Hoa Rơi Gặp Lại Chàng xoay quanh mối duyên nợ 3 kiếp của tiểu yêu hoa sơn Hồng Ngưng (Viên Băng Nghiên) và Thượng thần Cẩm Tú (Lưu Học Nghĩa). Hồng Ngưng phải lòng Cẩm Tú từ ánh nhìn đầu tiên, và để có thể ở bên cạnh chàng mà nàng đã quyết tâm tu tiên. Thế nhưng trải qua nhiều biến cố và tổn thương, Cẩm Tú lại nên duyên với tiên nữ khác, còn Hồng Ngưng buông bỏ, rơi vào vòng luân hồi. Đến lúc biết hối hận, Cẩm Tú quyết định quay về quá khứ để cứu lấy Hồng Ngưng. Chính Kịch Yvonne Yang Trung Quốc Phim Bộ"
12,Andor (Phần 2),andor-phan-2,https://img.ophim.live/uploads/movies/andor-phan-2-thumb.jpg,Đang cập nhật,Âu Mỹ,2025,Phim Bộ,"Phim Andor Phần 2 (tựa gốc: Andor Season 2, 2023) là phần tiếp theo của series tiền truyện thuộc vũ trụ Chiến tranh giữa các vì sao (Star Wars), tập trung vào nhân vật Cassian Andor. Lấy bối cảnh trong một thế giới đầy rẫy nguy hiểm, lừa dối và âm mưu, phần 2 tiếp tục hành trình của Cassian trên con đường trở thành một anh hùng của phe nổi dậy. Bộ phim hứa hẹn mang đến những thử thách cam go, những quyết định khó khăn và sự phát triển sâu sắc hơn về tâm lý nhân vật.&nbsp;Với sự tham gia của dàn diễn viên tài năng như Diego Luna (vai Cassian), Kyle Soller, Stellan Skarsgård, phim giữ vững phong cách hành động, phiêu lưu kết hợp chính kịch, từng được khen ngợi ở phần 1. Được sản xuất tại Mỹ, mỗi tập có thời lượng khoảng 40 phút, thuộc thể loại khoa học viễn tưởng và hành động. Phần 2 tiếp tục khám phá những góc khuất của vũ trụ Star Wars, mang đến câu chuyện hấp dẫn và giàu cảm xúc",Chính Kịch|Hành Động|Khoa Học|Phiêu Lưu|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/andor-phan-2-thumb.jpg,"Andor (Phần 2) Phim Andor Phần 2 (tựa gốc: Andor Season 2, 2023) là phần tiếp theo của series tiền truyện thuộc vũ trụ Chiến tranh giữa các vì sao (Star Wars), tập trung vào nhân vật Cassian Andor. Lấy bối cảnh trong một thế giới đầy rẫy nguy hiểm, lừa dối và âm mưu, phần 2 tiếp tục hành trình của Cassian trên con đường trở thành một anh hùng của phe nổi dậy. Bộ phim hứa hẹn mang đến những thử thách cam go, những quyết định khó khăn và sự phát triển sâu sắc hơn về tâm lý nhân vật.&nbsp;Với sự tham gia của dàn diễn viên tài năng như Diego Luna (vai Cassian), Kyle Soller, Stellan Skarsgård, phim giữ vững phong cách hành động, phiêu lưu kết hợp chính kịch, từng được khen ngợi ở phần 1. Được sản xuất tại Mỹ, mỗi tập có thời lượng khoảng 40 phút, thuộc thể loại khoa học viễn tưởng và hành động. Phần 2 tiếp tục khám phá những góc khuất của vũ trụ Star Wars, mang đến câu chuyện hấp dẫn và giàu cảm xúc Chính Kịch|Hành Động|Khoa Học|Phiêu Lưu|Viễn Tưởng Đang cập nhật Âu Mỹ Phim Bộ"
13,Tận Cùng Của Vô Tận,tan-cung-cua-vo-tan,https://img.ophim.live/uploads/movies/tan-cung-cua-vo-tan-thumb.jpg,臧溪川,Trung Quốc,2025,Phim Bộ,"Bộ phim tập trung vào việc bảo vệ tư pháp cho người vị thành niên, là câu chuyện kể về quá trình thành lập Tổ kiểm sát vị thành niên. Kiểm sát viên Lâm Chi Đào và Trợ lý kiểm sát viên Bạch Ân Vũ vì bọn trẻ mà kề vai sát cánh đối đầu với cái ác trong bản chất con người.&nbsp;",Bí Ẩn|Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/tan-cung-cua-vo-tan-thumb.jpg,"Tận Cùng Của Vô Tận Bộ phim tập trung vào việc bảo vệ tư pháp cho người vị thành niên, là câu chuyện kể về quá trình thành lập Tổ kiểm sát vị thành niên. Kiểm sát viên Lâm Chi Đào và Trợ lý kiểm sát viên Bạch Ân Vũ vì bọn trẻ mà kề vai sát cánh đối đầu với cái ác trong bản chất con người.&nbsp; Bí Ẩn|Chính Kịch 臧溪川 Trung Quốc Phim Bộ"
14,Hoài Thủy Trúc Đình,hoai-thuy-truc-dinh,https://img.ophim.live/uploads/movies/hoai-thuy-truc-dinh-thumb.jpg,Zheng Yi,Trung Quốc,2025,Phim Bộ,"Đông Phương Hoài Trúc người đứng đầu gia tộc Đông Phương và Vương Quyền Bá Nguyệt người đứng đầu gia tộc Vương Quyền cùng nhau nỗ lực ổn định lại tình hình và thiết lập lại liên minh hợp nhất. Ngày mùng 7 tháng 7 âm lịch tại ngôi đền bên sông Hoài, hai người nương tựa vào nhau, hứa rằng tình cảm của họ sẽ vượt qua được mọi khó khăn, viết nên câu chuyện dài lâu.",Chính Kịch|Hành Động|Khoa Học|Phiêu Lưu|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/hoai-thuy-truc-dinh-thumb.jpg,"Hoài Thủy Trúc Đình Đông Phương Hoài Trúc người đứng đầu gia tộc Đông Phương và Vương Quyền Bá Nguyệt người đứng đầu gia tộc Vương Quyền cùng nhau nỗ lực ổn định lại tình hình và thiết lập lại liên minh hợp nhất. Ngày mùng 7 tháng 7 âm lịch tại ngôi đền bên sông Hoài, hai người nương tựa vào nhau, hứa rằng tình cảm của họ sẽ vượt qua được mọi khó khăn, viết nên câu chuyện dài lâu. Chính Kịch|Hành Động|Khoa Học|Phiêu Lưu|Viễn Tưởng Zheng Yi Trung Quốc Phim Bộ"
15,Bảng Thượng Giai Tế,bang-thuong-giai-te,https://img.ophim.live/uploads/movies/bang-thuong-giai-te-thumb.jpg,He Zhenhua,Trung Quốc,2025,Phim Bộ,"Giản Minh Thư, thiên kim Giản phủ ở Giang Ninh, vô tình rơi xuống vực và mất trí nhớ, nhưng cô đã thoát khỏi thảm kịch gia đình bị xóa sổ và được người cô yêu là Lục Thường cứu thoát. Hai người cùng nhau đến kinh đô để dự thi. Cô luôn nghi ngờ về danh tính của mình, bước vào ngôi nhà để điều tra và giải quyết bí ẩn, và bất ngờ có được manh mối về trải nghiệm sống của mình. Tuy nhiên, cuộc điều tra của Giản Minh Thư dần rơi vào thế khó. Cô nghĩ rằng mình đang bước đi một mình trong nguy hiểm, nhưng thực ra Lục Thường đang âm thầm bảo vệ cô. Sự dịu dàng và tình cảm của Lục Thường càng làm tan chảy trái tim Minh Thư. Hai người đã cùng nhau trải qua nhiều nguy hiểm, cùng nhau chống chọi với mưa gió. Cuối cùng, họ đã xác nhận tình cảm của mình và dành phần đời còn lại bên nhau.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/bang-thuong-giai-te-thumb.jpg,"Bảng Thượng Giai Tế Giản Minh Thư, thiên kim Giản phủ ở Giang Ninh, vô tình rơi xuống vực và mất trí nhớ, nhưng cô đã thoát khỏi thảm kịch gia đình bị xóa sổ và được người cô yêu là Lục Thường cứu thoát. Hai người cùng nhau đến kinh đô để dự thi. Cô luôn nghi ngờ về danh tính của mình, bước vào ngôi nhà để điều tra và giải quyết bí ẩn, và bất ngờ có được manh mối về trải nghiệm sống của mình. Tuy nhiên, cuộc điều tra của Giản Minh Thư dần rơi vào thế khó. Cô nghĩ rằng mình đang bước đi một mình trong nguy hiểm, nhưng thực ra Lục Thường đang âm thầm bảo vệ cô. Sự dịu dàng và tình cảm của Lục Thường càng làm tan chảy trái tim Minh Thư. Hai người đã cùng nhau trải qua nhiều nguy hiểm, cùng nhau chống chọi với mưa gió. Cuối cùng, họ đã xác nhận tình cảm của mình và dành phần đời còn lại bên nhau. Chính Kịch He Zhenhua Trung Quốc Phim Bộ"
16,Diễn Tập (Phần 2),dien-tap-phan-2,https://img.ophim.live/uploads/movies/dien-tap-phan-2-thumb.jpg,Đang cập nhật,Âu Mỹ,2025,Phim Bộ,"Trong phần hai, tính cấp thiết của dự án Fielder tăng lên khi anh quyết định tập trung nguồn lực của mình vào một vấn đề ảnh hưởng đến tất cả chúng ta.",Hài Hước|Tài Liệu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/dien-tap-phan-2-thumb.jpg,"Diễn Tập (Phần 2) Trong phần hai, tính cấp thiết của dự án Fielder tăng lên khi anh quyết định tập trung nguồn lực của mình vào một vấn đề ảnh hưởng đến tất cả chúng ta. Hài Hước|Tài Liệu Đang cập nhật Âu Mỹ Phim Bộ"
17,Diễn Tập (Phần 1),dien-tap-phan-1,https://img.ophim.live/uploads/movies/dien-tap-phan-1-thumb.jpg,Đang cập nhật,Âu Mỹ,2022,Phim Bộ,"Nathan Fielder giúp mọi người chuẩn bị cho những khoảnh khắc khó khăn nhất trong cuộc sống bằng cách dàn dựng các buổi diễn tập được thiết kế tỉ mỉ về các sự kiện trong thế giới thực, nhưng những gì bắt đầu bằng việc diễn tập các quyết định khó khăn nhất trong cuộc sống lại trở thành một thử nghiệm gây sốc về khả năng kiểm soát, bản sắc và nỗi ám ảnh.",Hài Hước|Tài Liệu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/dien-tap-phan-1-thumb.jpg,"Diễn Tập (Phần 1) Nathan Fielder giúp mọi người chuẩn bị cho những khoảnh khắc khó khăn nhất trong cuộc sống bằng cách dàn dựng các buổi diễn tập được thiết kế tỉ mỉ về các sự kiện trong thế giới thực, nhưng những gì bắt đầu bằng việc diễn tập các quyết định khó khăn nhất trong cuộc sống lại trở thành một thử nghiệm gây sốc về khả năng kiểm soát, bản sắc và nỗi ám ảnh. Hài Hước|Tài Liệu Đang cập nhật Âu Mỹ Phim Bộ"
18,Sự Trở Lại Của Những Giai Điệu Vui Vẻ,su-tro-lai-cua-nhung-giai-dieu-vui-ve,https://img.ophim.live/uploads/movies/su-tro-lai-cua-nhung-giai-dieu-vui-ve-thumb.jpg,Joe Dante,Âu Mỹ,2003,Phim Hoạt Hình,"Chán ngấy với sự chú ý đổ dồn vào Bugs Bunny, Daffy Duck rời Hollywood, hợp tác với diễn viên đóng thế mới bị sa thải Damien Drake Jr. và bắt đầu cuộc phiêu lưu vòng quanh thế giới cùng Bugs và Phó chủ tịch của Warner Bros. Nhiệm vụ của họ là gì? Tìm cha của Damien và viên kim cương xanh mất tích... và đi trước Acme Corp. một bước, những kẻ muốn viên kim cương cho mục đích riêng của chúng.",Gia Đình|Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/su-tro-lai-cua-nhung-giai-dieu-vui-ve-thumb.jpg,"Sự Trở Lại Của Những Giai Điệu Vui Vẻ Chán ngấy với sự chú ý đổ dồn vào Bugs Bunny, Daffy Duck rời Hollywood, hợp tác với diễn viên đóng thế mới bị sa thải Damien Drake Jr. và bắt đầu cuộc phiêu lưu vòng quanh thế giới cùng Bugs và Phó chủ tịch của Warner Bros. Nhiệm vụ của họ là gì? Tìm cha của Damien và viên kim cương xanh mất tích... và đi trước Acme Corp. một bước, những kẻ muốn viên kim cương cho mục đích riêng của chúng. Gia Đình|Hài Hước Joe Dante Âu Mỹ Phim Hoạt Hình"
19,J. Edgar,j-edgar,https://img.ophim.live/uploads/movies/j-edgar-thumb.jpg,Clint Eastwood,Âu Mỹ,2011,Phim Lẻ,"Là bộ mặt của lực lượng thực thi pháp luật tại Hoa Kỳ trong gần 50 năm, J. Edgar Hoover đã bị sợ hãi và ngưỡng mộ, bị chửi rủa và tôn kính. Nhưng đằng sau cánh cửa đóng kín, ông nắm giữ những bí mật có thể hủy hoại hình ảnh, sự nghiệp và cuộc sống của ông.",Chính Kịch|Hình Sự,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/j-edgar-thumb.jpg,"J. Edgar Là bộ mặt của lực lượng thực thi pháp luật tại Hoa Kỳ trong gần 50 năm, J. Edgar Hoover đã bị sợ hãi và ngưỡng mộ, bị chửi rủa và tôn kính. Nhưng đằng sau cánh cửa đóng kín, ông nắm giữ những bí mật có thể hủy hoại hình ảnh, sự nghiệp và cuộc sống của ông. Chính Kịch|Hình Sự Clint Eastwood Âu Mỹ Phim Lẻ"
20,Beast Boy Sói Cô Độc,beast-boy-lone-wolf,https://img.ophim.live/uploads/movies/beast-boy-lone-wolf-thumb.jpg,Đang cập nhật,Anh,2024,Phim Hoạt Hình,"Beast Boy bắt đầu cuộc phiêu lưu solo đầu tiên của mình, chứng minh rằng cậu có thể trở thành siêu anh hùng mà không cần nhóm Teen Titans – ngay cả khi không ai tin cậu!",Hài Hước|Hành Động|Phiêu Lưu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/beast-boy-lone-wolf-thumb.jpg,"Beast Boy Sói Cô Độc Beast Boy bắt đầu cuộc phiêu lưu solo đầu tiên của mình, chứng minh rằng cậu có thể trở thành siêu anh hùng mà không cần nhóm Teen Titans – ngay cả khi không ai tin cậu! Hài Hước|Hành Động|Phiêu Lưu Đang cập nhật Anh Phim Hoạt Hình"
21,Quý Cô Seon Ju Phục Thù,quy-co-seon-ju-phuc-thu,https://img.ophim.live/uploads/movies/quy-co-seon-ju-phuc-thu-thumb.jpg,김흥동,Hàn Quốc,2024,Phim Bộ,"Pi Seon Ju làm việc như một nhà thiết kế nội thất trong một khu phố nhỏ. Cô kết hôn với Jeon Nam Jin, một kiến ​​trúc sư đầy tham vọng. Mặc dù Pi Seon Ju hết lòng vì chồng, nhưng chồng cô lại yêu Jin Sang A, người sẽ trở thành người kế nhiệm của một công ty kiến ​​trúc. Để theo đuổi tình yêu và tham vọng của mình, Jeon Nam Jin đòi ly hôn với Pi Seon Ju. Sau khi ly hôn, Pi Seon Ju quyết định bắt đầu cuộc sống mới. Trong khi đó, kiến ​​trúc sư Kim So U đã kết hôn với Jin Sang A. Không giống như Jin Sang A, anh hài lòng với một hoàn cảnh ổn định thay vì được thúc đẩy bởi tham vọng. Do vợ ngoại tình với Jeon Nam Jin, Kim So U đã ly hôn. Sau khi gặp Pi Seon Ju, Kim So U trải qua một bước ngoặt trong cuộc đời mình.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/quy-co-seon-ju-phuc-thu-thumb.jpg,"Quý Cô Seon Ju Phục Thù Pi Seon Ju làm việc như một nhà thiết kế nội thất trong một khu phố nhỏ. Cô kết hôn với Jeon Nam Jin, một kiến ​​trúc sư đầy tham vọng. Mặc dù Pi Seon Ju hết lòng vì chồng, nhưng chồng cô lại yêu Jin Sang A, người sẽ trở thành người kế nhiệm của một công ty kiến ​​trúc. Để theo đuổi tình yêu và tham vọng của mình, Jeon Nam Jin đòi ly hôn với Pi Seon Ju. Sau khi ly hôn, Pi Seon Ju quyết định bắt đầu cuộc sống mới. Trong khi đó, kiến ​​trúc sư Kim So U đã kết hôn với Jin Sang A. Không giống như Jin Sang A, anh hài lòng với một hoàn cảnh ổn định thay vì được thúc đẩy bởi tham vọng. Do vợ ngoại tình với Jeon Nam Jin, Kim So U đã ly hôn. Sau khi gặp Pi Seon Ju, Kim So U trải qua một bước ngoặt trong cuộc đời mình. Chính Kịch 김흥동 Hàn Quốc Phim Bộ"
22,NASCAR: Hết tốc lực (Phần 2),nascar-het-toc-luc-phan-2,https://img.ophim.live/uploads/movies/nascar-het-toc-luc-phan-2-thumb.jpg,Đang cập nhật,Âu Mỹ,2025,Phim Bộ,"Vì đam mê và vinh quang tại Cúp NASCAR, các tay đua và đội của họ cạnh tranh giành chức vô địch cũng như cơ hội làm nên lịch sử trong loạt phim tài liệu về thể thao này.",Tài Liệu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/nascar-het-toc-luc-phan-2-thumb.jpg,"NASCAR: Hết tốc lực (Phần 2) Vì đam mê và vinh quang tại Cúp NASCAR, các tay đua và đội của họ cạnh tranh giành chức vô địch cũng như cơ hội làm nên lịch sử trong loạt phim tài liệu về thể thao này. Tài Liệu Đang cập nhật Âu Mỹ Phim Bộ"
23,Những Đứa Trẻ Nhà Shiunji,nhung-dua-tre-nha-shiunji,https://img.ophim.live/uploads/movies/nhung-dua-tre-nha-shiunji-thumb.jpg,Đang cập nhật,Nhật Bản,2025,Phim Hoạt Hình,"Hai người con trai và năm người con gái của gia đình danh giá Shiunji ""tỏa sáng"" như những viên ngọc quý, mỗi người đều thông minh và xinh đẹp, trở thành tâm điểm chú ý của cả thị trấn. Người anh cả Arata luôn bị các cô em gái cá tính trêu chọc, nhưng anh luôn đặt gia đình lên trên hết. Tuy nhiên, khi cô em gái út tròn mười lăm tuổi, người cha tiết lộ một bí mật động trời, vốn đã được chôn giấu từ lâu. Sự thật về mối quan hệ anh chị em đảo lộn hoàn toàn thế giới của Arata và hé lộ những mối quan hệ vượt trên cả tình thân ruột thịt sau này.",Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/nhung-dua-tre-nha-shiunji-thumb.jpg,"Những Đứa Trẻ Nhà Shiunji Hai người con trai và năm người con gái của gia đình danh giá Shiunji ""tỏa sáng"" như những viên ngọc quý, mỗi người đều thông minh và xinh đẹp, trở thành tâm điểm chú ý của cả thị trấn. Người anh cả Arata luôn bị các cô em gái cá tính trêu chọc, nhưng anh luôn đặt gia đình lên trên hết. Tuy nhiên, khi cô em gái út tròn mười lăm tuổi, người cha tiết lộ một bí mật động trời, vốn đã được chôn giấu từ lâu. Sự thật về mối quan hệ anh chị em đảo lộn hoàn toàn thế giới của Arata và hé lộ những mối quan hệ vượt trên cả tình thân ruột thịt sau này. Hài Hước Đang cập nhật Nhật Bản Phim Hoạt Hình"
24,Hương Vị Của Biển (Phần 2),huong-vi-cua-bien-phan-2,https://img.ophim.live/uploads/movies/huong-vi-cua-bien-phan-2-thumb.jpg,Đang cập nhật,Hàn Quốc,2025,Phim Bộ,"Mùa thứ hai trở lại với chị đẹp Yum Jung Ah, ""cây hài"" Park Jun Myun cùng hai thành viên mới là diễn viên Lim Ji Yeon và Lee Jae Wook. Họ sẽ cùng khám phá những điểm đến mới, tự tay khai thác những nguyên liệu tươi ngon theo mùa và quây quần bên những bữa ăn ấm cúng.&nbsp;",Gia Đình|Tài Liệu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/huong-vi-cua-bien-phan-2-thumb.jpg,"Hương Vị Của Biển (Phần 2) Mùa thứ hai trở lại với chị đẹp Yum Jung Ah, ""cây hài"" Park Jun Myun cùng hai thành viên mới là diễn viên Lim Ji Yeon và Lee Jae Wook. Họ sẽ cùng khám phá những điểm đến mới, tự tay khai thác những nguyên liệu tươi ngon theo mùa và quây quần bên những bữa ăn ấm cúng.&nbsp; Gia Đình|Tài Liệu Đang cập nhật Hàn Quốc Phim Bộ"
25,Lời Thề Nguyện Ánh Trăng,loi-the-nguyen-anh-trang,https://img.ophim.live/uploads/movies/loi-the-nguyen-anh-trang-thumb.jpg,To Sukhaseth Losiri,Thái Lan,2025,Phim Bộ,"Pray, người thừa kế cao quý của cung điện Ussanakorn, đem lòng yêu Nữ Bá tước của cung điện Sitalaras — một quý cô thanh lịch và hoàn hảo. Tuy nhiên, tình yêu của họ là điều không thể, bởi mối thù sâu sắc giữa hai gia tộc Ussanakorn và Sitalaras khiến họ không thể đến với nhau. Pray đau khổ tột cùng, bị giày vò bởi tình yêu chân thành nhưng không thể thành hiện thực. Cho đến khi số phận mang đến cho họ một cơ hội thứ hai — Pray và Nữ Bá tước được tái sinh. Liệu rằng hai người họ có thể nắm tay nhau và chứng minh tình yêu đích thực của mình lần này hay không?&nbsp;",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/loi-the-nguyen-anh-trang-thumb.jpg,"Lời Thề Nguyện Ánh Trăng Pray, người thừa kế cao quý của cung điện Ussanakorn, đem lòng yêu Nữ Bá tước của cung điện Sitalaras — một quý cô thanh lịch và hoàn hảo. Tuy nhiên, tình yêu của họ là điều không thể, bởi mối thù sâu sắc giữa hai gia tộc Ussanakorn và Sitalaras khiến họ không thể đến với nhau. Pray đau khổ tột cùng, bị giày vò bởi tình yêu chân thành nhưng không thể thành hiện thực. Cho đến khi số phận mang đến cho họ một cơ hội thứ hai — Pray và Nữ Bá tước được tái sinh. Liệu rằng hai người họ có thể nắm tay nhau và chứng minh tình yêu đích thực của mình lần này hay không?&nbsp; Chính Kịch To Sukhaseth Losiri Thái Lan Phim Bộ"
26,"Boys in Love: Khai Giảng, Trái Tim Học Cách Yêu",boys-in-love-khai-giang-trai-tim-hoc-cach-yeu,https://img.ophim.live/uploads/movies/boys-in-love-khai-giang-trai-tim-hoc-cach-yeu-thumb.jpg,วาสุเทพ เกตุเพ็ชร์,Thái Lan,2025,Phim Bộ,"Shane, a smart and driven student who excels in academics and school activities, has no interest in teenage life. That is, until he meets Kit, a carefree student who’s his complete opposite. Forced to spend time together, sparks fly in unexpected ways. Meanwhile, Kim, another of Shane’s classmates, is a hopeless romantic determined to find love before graduation. When he meets Mon, a new transfer student, Kim decides to do whatever it takes to win his heart.",Chính Kịch|Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/boys-in-love-khai-giang-trai-tim-hoc-cach-yeu-thumb.jpg,"Boys in Love: Khai Giảng, Trái Tim Học Cách Yêu Shane, a smart and driven student who excels in academics and school activities, has no interest in teenage life. That is, until he meets Kit, a carefree student who’s his complete opposite. Forced to spend time together, sparks fly in unexpected ways. Meanwhile, Kim, another of Shane’s classmates, is a hopeless romantic determined to find love before graduation. When he meets Mon, a new transfer student, Kim decides to do whatever it takes to win his heart. Chính Kịch|Hài Hước วาสุเทพ เกตุเพ็ชร์ Thái Lan Phim Bộ"
27,Đẹp Hơn Thiên Đường,dep-hon-thien-duong,https://img.ophim.live/uploads/movies/dep-hon-thien-duong-thumb.jpg,김석윤,Hàn Quốc,2025,Phim Bộ,"Sau bao thăng trầm của cuộc đời, một cặp uyên ương từng bị cái chết chia lìa nay đoàn tụ trên thiên đường – nhưng chàng vẫn ở độ tuổi ba mươi, còn nàng thì đã ngoài tám mươi.&nbsp;",Khoa Học|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/dep-hon-thien-duong-thumb.jpg,"Đẹp Hơn Thiên Đường Sau bao thăng trầm của cuộc đời, một cặp uyên ương từng bị cái chết chia lìa nay đoàn tụ trên thiên đường – nhưng chàng vẫn ở độ tuổi ba mươi, còn nàng thì đã ngoài tám mươi.&nbsp; Khoa Học|Viễn Tưởng 김석윤 Hàn Quốc Phim Bộ"
28,Đạn Lạc 3,dan-lac-3,https://img.ophim.live/uploads/movies/dan-lac-3-thumb.jpg,Guillaume Pierret,Pháp,2025,Phim Lẻ,Car genius Lino returns to conclude his vendetta against Areski and the corrupt commander who ruined their lives in this turbo-charged trilogy finale.,Hành Động|Hình Sự,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/dan-lac-3-thumb.jpg,Đạn Lạc 3 Car genius Lino returns to conclude his vendetta against Areski and the corrupt commander who ruined their lives in this turbo-charged trilogy finale. Hành Động|Hình Sự Guillaume Pierret Pháp Phim Lẻ
29,Tàng Châu,tang-chau,https://img.ophim.live/uploads/movies/tang-chau-thumb.jpg,Yang Zhen,Trung Quốc,2025,Phim Bộ,"Thứ nữ phủ quốc công Lý Sở Sở từ nhỏ đã bị mẹ cả chèn ép tàn nhẫn hơn mười năm, khi biến cố đột ngột trong đời ập tới, cô tình cờ biết được đằng sau cái chết của mẹ ruột còn có kẻ chủ mưu khác, quyết định báo thù cho mẹ. Trong quá trình đó, cô rơi vào vòng xoáy yêu hận với đích huynh Lý Chẩn. Hai người cùng nhau tìm kiếm chân tướng và công lý trong khi kìm nén tình cảm sâu sắc dành cho nhau.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/tang-chau-thumb.jpg,"Tàng Châu Thứ nữ phủ quốc công Lý Sở Sở từ nhỏ đã bị mẹ cả chèn ép tàn nhẫn hơn mười năm, khi biến cố đột ngột trong đời ập tới, cô tình cờ biết được đằng sau cái chết của mẹ ruột còn có kẻ chủ mưu khác, quyết định báo thù cho mẹ. Trong quá trình đó, cô rơi vào vòng xoáy yêu hận với đích huynh Lý Chẩn. Hai người cùng nhau tìm kiếm chân tướng và công lý trong khi kìm nén tình cảm sâu sắc dành cho nhau. Chính Kịch Yang Zhen Trung Quốc Phim Bộ"
30,Phu Nhân,phu-nhan,https://img.ophim.live/uploads/movies/phu-nhan-thumb.jpg,Tang Yajie,Trung Quốc,2025,Phim Bộ,"Vào những năm Dân Quốc, tiểu thư hào môn gặp họa cả nhà bị giết sạch, hai mươi năm sau trở thành đệ nhất phu nhân Mặc Thành. Trong quá trình báo thù, cô lập khế ước máu với Long Thái tử kiêu ngạo và giao long lắm mưu mô, hai người trở thành vệ sĩ và nảy sinh tình cảm thầm kín với cô. Sau đó lại có thám tử đẹp trai gia nhập, tranh giành trái tim phu nhân. Cô được ba anh chàng tranh nhau theo đuổi, đồng thời khởi động lại cuộc điều tra vụ án cả nhà bị giết, mở ra câu chuyện truyền kỳ yêu hận đan xen thời Dân Quốc.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/phu-nhan-thumb.jpg,"Phu Nhân Vào những năm Dân Quốc, tiểu thư hào môn gặp họa cả nhà bị giết sạch, hai mươi năm sau trở thành đệ nhất phu nhân Mặc Thành. Trong quá trình báo thù, cô lập khế ước máu với Long Thái tử kiêu ngạo và giao long lắm mưu mô, hai người trở thành vệ sĩ và nảy sinh tình cảm thầm kín với cô. Sau đó lại có thám tử đẹp trai gia nhập, tranh giành trái tim phu nhân. Cô được ba anh chàng tranh nhau theo đuổi, đồng thời khởi động lại cuộc điều tra vụ án cả nhà bị giết, mở ra câu chuyện truyền kỳ yêu hận đan xen thời Dân Quốc. Chính Kịch Tang Yajie Trung Quốc Phim Bộ"
